# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.599809229373931885e-01 7.189363241195678711e-01 1.443955659866333008e+00 1.599809229373931885e-01 7.189363241195678711e-01 1.443955659866333008e+00
1.000000000000000000e+03 4.709373414516448975e-02 4.611882381141185760e-03 7.245300710201263428e-02 4.709373414516448975e-02 4.611882381141185760e-03 7.245300710201263428e-02
2.000000000000000000e+03 3.994378075003623962e-02 4.150237364228814840e-04 5.257200449705123901e-02 3.994378075003623962e-02 4.150237364228814840e-04 5.257200449705123901e-02
3.000000000000000000e+03 3.151371702551841736e-02 5.795663309982046485e-05 4.436564818024635315e-02 3.151371702551841736e-02 5.795663309982046485e-05 4.436564818024635315e-02
4.000000000000000000e+03 2.548424899578094482e-02 5.228772715781815350e-05 3.662605211138725281e-02 2.548424899578094482e-02 5.228772715781815350e-05 3.662605211138725281e-02
5.000000000000000000e+03 1.686063036322593689e-02 4.170127067482098937e-05 2.489267289638519287e-02 1.686063036322593689e-02 4.170127067482098937e-05 2.489267289638519287e-02
6.000000000000000000e+03 1.364482659846544266e-02 4.974402327206917107e-05 2.095218189060688019e-02 1.364482659846544266e-02 4.974402327206917107e-05 2.095218189060688019e-02
7.000000000000000000e+03 9.549785405397415161e-03 2.178914655814878643e-05 1.028496492654085159e-02 9.549785405397415161e-03 2.178914655814878643e-05 1.028496492654085159e-02
8.000000000000000000e+03 7.251696195453405380e-03 1.049995898938504979e-05 4.868178162723779678e-03 7.251696195453405380e-03 1.049995898938504979e-05 4.868178162723779678e-03
9.000000000000000000e+03 5.230832379311323166e-03 7.053028639347758144e-06 3.596600843593478203e-03 5.230832379311323166e-03 7.053028639347758144e-06 3.596600843593478203e-03
1.000000000000000000e+04 3.817888908088207245e-03 5.737388164561707526e-06 2.904058899730443954e-03 3.817888908088207245e-03 5.737388164561707526e-06 2.904058899730443954e-03
1.100000000000000000e+04 2.892110263928771019e-03 4.474814886634703726e-06 2.474735258147120476e-03 2.892110263928771019e-03 4.474814886634703726e-06 2.474735258147120476e-03
1.200000000000000000e+04 2.140183700248599052e-03 1.585950826665794011e-06 1.912265084683895111e-03 2.140183700248599052e-03 1.585950826665794011e-06 1.912265084683895111e-03
1.300000000000000000e+04 1.471492229029536247e-03 1.758928533490689006e-06 1.210710383020341396e-03 1.471492229029536247e-03 1.758928533490689006e-06 1.210710383020341396e-03
1.400000000000000000e+04 9.380779811181128025e-04 1.550556817164761014e-06 5.236061406321823597e-04 9.380779811181128025e-04 1.550556817164761014e-06 5.236061406321823597e-04
1.500000000000000000e+04 8.081192499957978725e-04 7.211389174699434079e-07 4.451235290616750717e-04 8.081192499957978725e-04 7.211389174699434079e-07 4.451235290616750717e-04
1.500000000000000000e+04 8.081192499957978725e-04 7.211389174699434079e-07 4.451235290616750717e-04 8.081192499957978725e-04 7.211389174699434079e-07 4.451235290616750717e-04
1.600000000000000000e+04 1.459090708522126079e-04 4.928839985041122418e-07 1.010297200991772115e-04 8.081192499957978725e-04 7.211389174699434079e-07 4.451235290616750717e-04
1.700000000000000000e+04 9.275381307816132903e-05 3.740446743449865608e-07 6.852809747215360403e-05 8.081192499957978725e-04 7.211389174699434079e-07 4.451235290616750717e-04
1.800000000000000000e+04 7.223174179671332240e-05 1.367444468769463128e-07 3.849273707601241767e-05 8.081192499957978725e-04 7.211389174699434079e-07 4.451235290616750717e-04
1.900000000000000000e+04 5.245355714578181505e-05 1.903549389226100175e-07 2.227404729637783021e-05 8.081192499957978725e-04 7.211389174699434079e-07 4.451235290616750717e-04
2.000000000000000000e+04 3.750596442841924727e-05 1.894860872653225670e-07 1.269080985366599634e-05 8.081192499957978725e-04 7.211389174699434079e-07 4.451235290616750717e-04
2.100000000000000000e+04 2.526109710743185133e-05 1.077618208000785671e-07 5.352038897399324924e-06 8.081192499957978725e-04 7.211389174699434079e-07 4.451235290616750717e-04
2.200000000000000000e+04 1.825435174396261573e-05 5.196880437097206595e-08 3.158075514875235967e-06 8.081192499957978725e-04 7.211389174699434079e-07 4.451235290616750717e-04
2.300000000000000000e+04 1.303323097090469673e-05 6.713400324542817543e-08 2.186372512369416654e-06 8.081192499957978725e-04 7.211389174699434079e-07 4.451235290616750717e-04
2.400000000000000000e+04 9.502494322077836841e-06 2.558311074096764060e-08 1.590092097103479318e-06 8.081192499957978725e-04 7.211389174699434079e-07 4.451235290616750717e-04
2.500000000000000000e+04 6.798672984587028623e-06 3.293902750556298997e-08 9.613480642656213604e-07 8.081192499957978725e-04 7.211389174699434079e-07 4.451235290616750717e-04
2.521900000000000000e+04 6.411051799659617245e-06 3.897250167028687429e-08 8.216945275307807606e-07 6.411051799659617245e-06 3.897250167028687429e-08 8.216945275307807606e-07
